timestamp,sucesso,latencia_ms,erro
2026-04-07T11:58:16.704655,True,,
2026-04-07T11:58:21.731194,True,,
2026-04-07T11:58:26.758942,True,,
2026-04-07T11:58:31.785603,True,,
2026-04-07T11:58:31.785659,True,,
2026-04-07T11:58:36.815312,True,,
2026-04-07T11:58:36.815384,True,,
2026-04-07T11:58:41.881511,True,,
2026-04-07T11:58:46.908570,True,,
2026-04-07T11:58:51.936211,True,,
2026-04-07T11:58:51.936288,True,,
2026-04-07T11:58:56.962911,True,,
2026-04-07T11:58:56.963400,True,,
2026-04-07T11:59:01.993612,True,,
2026-04-07T11:59:01.993685,True,,
2026-04-07T11:59:07.024902,True,,
2026-04-07T11:59:12.058208,True,,
2026-04-07T11:59:17.085504,True,,
2026-04-07T11:59:22.113155,True,,
2026-04-07T11:59:22.113218,True,,
2026-04-07T11:59:27.139699,True,,
2026-04-07T11:59:27.139758,True,,
2026-04-07T11:59:32.166886,True,,
2026-04-07T11:59:32.166945,True,,
2026-04-07T11:59:37.193783,True,,
2026-04-07T11:59:37.193723,True,,
2026-04-07T11:59:42.222285,True,,
2026-04-07T11:59:42.222209,True,,
2026-04-07T11:59:47.296122,True,,
2026-04-07T11:59:47.296044,True,,
2026-04-07T11:59:52.322339,True,,
2026-04-07T11:59:52.322400,True,,
2026-04-07T11:59:57.350732,True,,
2026-04-07T11:59:57.350668,True,,
2026-04-07T12:00:02.378239,True,,
2026-04-07T12:00:07.405424,True,,
2026-04-07T12:00:07.405479,True,,
2026-04-07T12:00:12.432445,True,,
2026-04-07T12:00:17.459291,True,,
2026-04-07T12:00:17.459361,True,,
2026-04-07T12:00:22.487169,True,,
2026-04-07T12:00:27.515120,True,,
2026-04-07T12:00:32.540547,True,,
2026-04-07T12:00:37.567295,True,,
2026-04-07T12:00:42.594063,True,,
2026-04-07T12:00:42.593972,True,,
2026-04-07T12:00:47.622273,True,,
2026-04-07T12:00:52.670640,True,,
2026-04-07T12:00:52.661987,True,,
2026-04-07T12:00:57.701080,True,,
2026-04-07T12:01:02.728582,True,,
2026-04-07T12:01:02.728641,True,,
2026-04-07T12:01:07.755407,True,,
2026-04-07T12:01:12.782098,True,,
2026-04-07T12:01:17.808173,True,,
2026-04-07T12:01:17.808237,True,,
2026-04-07T12:01:22.842223,True,,
2026-04-07T12:01:27.876190,True,,
2026-04-07T12:01:27.876126,True,,
2026-04-07T12:01:32.909084,True,,
2026-04-07T12:01:32.909180,True,,
2026-04-07T12:01:37.937987,True,,
2026-04-07T12:01:37.937931,True,,
2026-04-07T12:01:42.964849,True,,
2026-04-07T12:01:42.965743,True,,
2026-04-07T12:01:47.992904,True,,
2026-04-07T12:01:47.993415,True,,
2026-04-07T12:01:53.023681,True,,
2026-04-07T12:01:58.051984,True,,
2026-04-07T12:02:03.079455,True,,
2026-04-07T12:02:08.106316,True,,
2026-04-07T12:02:13.135799,True,,
2026-04-07T12:02:13.135738,True,,
2026-04-07T12:02:18.161808,True,,
2026-04-07T12:02:23.190875,True,,
2026-04-07T12:02:28.215876,True,,
2026-04-07T12:02:28.216500,True,,
2026-04-07T12:02:33.284513,True,,
2026-04-07T12:02:38.315243,True,,
2026-04-07T12:02:38.315182,True,,
2026-04-07T12:02:43.344846,True,,
2026-04-07T12:02:48.372395,True,,
2026-04-07T12:02:53.460969,True,,
2026-04-07T12:02:53.407110,True,,
2026-04-07T12:02:58.903263,True,,
2026-04-07T12:02:58.997309,True,,
2026-04-07T12:03:03.928548,True,,
2026-04-07T12:03:04.021936,True,,
2026-04-07T12:03:08.959867,True,,
2026-04-07T12:03:09.047699,True,,
2026-04-07T12:03:13.986862,True,,
2026-04-07T12:03:14.073946,True,,
2026-04-07T12:03:19.012357,True,,
2026-04-07T12:03:19.099060,True,,
2026-04-07T12:03:24.038344,True,,
2026-04-07T12:03:24.123998,True,,
2026-04-07T12:03:29.065927,True,,
2026-04-07T12:03:29.149678,True,,
2026-04-07T12:03:34.091116,True,,
2026-04-07T12:03:34.174418,True,,
2026-04-07T12:03:39.118060,True,,
2026-04-07T12:03:39.199488,True,,
2026-04-07T12:03:44.143735,True,,
2026-04-07T12:03:44.254211,True,,
2026-04-07T12:03:49.169709,True,,
2026-04-07T12:03:49.279965,True,,
2026-04-07T12:03:54.195928,True,,
2026-04-07T12:03:54.306964,True,,
2026-04-07T12:03:59.222895,True,,
2026-04-07T12:03:59.331485,True,,
2026-04-07T12:04:04.248398,True,,
2026-04-07T12:04:04.357552,True,,
2026-04-07T12:04:09.273438,True,,
2026-04-07T12:04:09.384509,True,,
2026-04-07T12:04:14.300176,True,,
2026-04-07T12:04:14.412540,True,,
2026-04-07T12:04:19.325257,True,,
2026-04-07T12:04:19.436451,True,,
2026-04-07T12:04:24.352964,True,,
2026-04-07T12:04:24.460963,True,,
2026-04-07T12:04:29.381512,True,,
2026-04-07T12:04:29.487257,True,,
2026-04-07T12:04:34.407053,True,,
2026-04-07T12:04:34.513791,True,,
2026-04-07T12:04:39.432913,True,,
2026-04-07T12:04:39.538240,True,,
2026-04-07T12:04:44.507979,True,,
2026-04-07T12:04:44.562871,True,,
2026-04-07T12:04:49.534434,True,,
2026-04-07T12:04:49.586865,True,,
2026-04-07T12:04:54.564413,True,,
2026-04-07T12:04:54.619689,True,,
2026-04-07T12:04:59.603932,True,,
2026-04-07T12:04:59.754306,True,,
2026-04-07T12:05:04.643437,True,,
2026-04-07T12:05:04.794939,True,,
2026-04-07T12:05:09.671127,True,,
2026-04-07T12:05:09.822649,True,,
2026-04-07T12:05:14.698774,True,,
2026-04-07T12:05:14.847600,True,,
2026-04-07T12:05:19.725633,True,,
2026-04-07T12:05:19.873024,True,,
2026-04-07T12:05:24.757351,True,,
2026-04-07T12:05:24.900090,True,,
2026-04-07T12:05:29.783814,True,,
2026-04-07T12:05:29.926238,True,,
2026-04-07T12:05:34.809517,True,,
2026-04-07T12:05:34.950921,True,,
2026-04-07T12:05:39.841902,True,,
2026-04-07T12:05:39.980437,True,,
2026-04-07T12:05:44.869063,True,,
2026-04-07T12:05:45.005523,True,,
2026-04-07T12:05:49.946059,True,,
2026-04-07T12:05:50.031381,True,,
2026-04-07T12:05:54.974074,True,,
2026-04-07T12:05:55.057559,True,,
2026-04-07T12:06:00.003189,True,,
2026-04-07T12:06:00.083302,True,,
2026-04-07T12:06:05.035519,True,,
2026-04-07T12:06:05.111348,True,,
2026-04-07T12:06:10.062960,True,,
2026-04-07T12:06:10.136482,True,,
2026-04-07T12:06:15.087844,True,,
2026-04-07T12:06:15.162463,True,,
2026-04-07T12:06:20.113193,True,,
2026-04-07T12:06:20.186325,True,,
2026-04-07T12:06:25.139182,True,,
2026-04-07T12:06:25.210096,True,,
2026-04-07T12:06:30.163696,True,,
2026-04-07T12:06:30.236023,True,,
2026-04-07T12:06:35.189924,True,,
2026-04-07T12:06:35.261666,True,,
2026-04-07T12:06:40.214712,True,,
2026-04-07T12:06:40.286770,True,,
2026-04-07T12:06:45.239929,True,,
2026-04-07T12:06:45.310205,True,,
2026-04-07T12:06:50.264683,True,,
2026-04-07T12:06:50.336489,True,,
2026-04-07T12:06:55.289711,True,,
2026-04-07T12:06:55.364429,True,,
2026-04-07T12:07:00.315528,True,,
2026-04-07T12:07:00.390202,True,,
2026-04-07T12:07:05.341811,True,,
2026-04-07T12:07:05.416342,True,,
2026-04-07T12:07:10.370880,True,,
2026-04-07T12:07:10.441723,True,,
2026-04-07T12:07:15.430340,True,,
2026-04-07T12:07:15.467709,True,,
2026-04-07T12:07:20.454895,True,,
2026-04-07T12:07:20.491920,True,,
2026-04-07T12:07:25.479342,True,,
2026-04-07T12:07:25.518431,True,,
2026-04-07T12:07:30.508135,True,,
2026-04-07T12:07:30.548410,True,,
2026-04-07T12:07:35.532200,True,,
2026-04-07T12:07:35.573579,True,,
2026-04-07T12:07:40.557569,True,,
2026-04-07T12:07:40.598465,True,,
2026-04-07T12:07:45.583790,True,,
2026-04-07T12:07:45.645808,True,,
2026-04-07T12:07:50.609478,True,,
2026-04-07T12:07:50.669852,True,,
2026-04-07T12:07:55.634070,True,,
2026-04-07T12:07:55.693926,True,,
2026-04-07T12:08:00.659612,True,,
2026-04-07T12:08:00.718190,True,,
2026-04-07T12:08:05.683937,True,,
2026-04-07T12:08:05.744040,True,,
2026-04-07T12:08:10.708619,True,,
2026-04-07T12:08:10.770263,True,,
2026-04-07T12:08:15.733681,True,,
2026-04-07T12:08:15.816172,True,,
2026-04-07T12:08:20.758223,True,,
2026-04-07T12:08:20.840740,True,,
2026-04-07T12:08:25.784497,True,,
2026-04-07T12:08:25.866674,True,,
2026-04-07T12:08:30.815882,True,,
2026-04-07T12:08:30.891283,True,,
2026-04-07T12:08:35.842060,True,,
2026-04-07T12:08:35.919214,True,,
2026-04-07T12:08:40.866946,True,,
2026-04-07T12:08:40.945377,True,,
2026-04-07T12:08:45.893008,True,,
2026-04-07T12:08:45.971243,True,,
2026-04-07T12:08:50.919694,True,,
2026-04-07T12:08:50.996352,True,,
2026-04-07T12:08:55.945452,True,,
2026-04-07T12:08:56.033970,True,,
2026-04-07T12:09:00.976129,True,,
2026-04-07T12:09:01.072316,True,,
2026-04-07T12:09:06.017329,True,,
2026-04-07T12:09:06.097871,True,,
2026-04-07T12:09:11.049428,True,,
2026-04-07T12:09:11.123096,True,,
2026-04-07T12:09:16.078399,True,,
2026-04-07T12:09:16.149775,True,,
2026-04-07T12:09:21.105868,True,,
2026-04-07T12:09:21.175741,True,,
2026-04-07T12:09:26.129615,True,,
2026-04-07T12:09:26.199024,True,,
2026-04-07T12:09:31.154411,True,,
2026-04-07T12:09:31.224140,True,,
2026-04-07T12:09:36.179819,True,,
2026-04-07T12:09:36.248269,True,,
2026-04-07T12:09:41.206011,True,,
2026-04-07T12:09:41.274464,True,,
2026-04-07T12:09:46.232220,True,,
2026-04-07T12:09:46.299760,True,,
2026-04-07T12:09:51.257516,True,,
2026-04-07T12:09:51.325742,True,,
2026-04-07T12:09:56.284977,True,,
2026-04-07T12:09:56.352695,True,,
2026-04-07T12:10:01.316996,True,,
2026-04-07T12:10:01.379476,True,,
2026-04-07T12:10:06.349293,True,,
2026-04-07T12:10:06.408203,True,,
2026-04-07T12:10:11.379957,True,,
2026-04-07T12:10:11.434995,True,,
2026-04-07T12:10:16.405867,True,,
2026-04-07T12:10:16.462786,True,,
2026-04-07T12:10:21.431925,True,,
2026-04-07T12:10:21.487742,True,,
2026-04-07T12:10:26.455959,True,,
2026-04-07T12:10:26.513539,True,,
2026-04-07T12:10:31.485665,True,,
2026-04-07T12:10:31.542313,True,,
2026-04-07T12:10:36.514144,True,,
2026-04-07T12:10:36.571794,True,,
2026-04-07T12:10:41.540836,True,,
2026-04-07T12:10:41.597141,True,,
2026-04-07T12:10:46.569106,True,,
2026-04-07T12:10:46.621866,True,,
2026-04-07T12:10:51.593266,True,,
2026-04-07T12:10:51.645562,True,,
2026-04-07T12:10:56.618915,True,,
2026-04-07T12:10:56.672428,True,,
2026-04-07T12:11:01.643918,True,,
2026-04-07T12:11:01.727094,True,,
2026-04-07T12:11:06.669777,True,,
2026-04-07T12:11:06.752324,True,,
2026-04-07T12:11:11.695326,True,,
2026-04-07T12:11:11.777673,True,,
2026-04-07T12:11:16.721246,True,,
2026-04-07T12:11:16.806074,True,,
2026-04-07T12:11:21.746188,True,,
2026-04-07T12:11:21.830119,True,,
2026-04-07T12:11:26.773579,True,,
2026-04-07T12:11:26.855954,True,,
2026-04-07T12:11:31.798395,True,,
2026-04-07T12:11:31.881816,True,,
2026-04-07T12:11:36.823676,True,,
2026-04-07T12:11:36.905675,True,,
2026-04-07T12:11:41.849450,True,,
2026-04-07T12:11:41.930665,True,,
2026-04-07T12:11:46.874426,True,,
2026-04-07T12:11:46.957330,True,,
2026-04-07T12:11:51.900427,True,,
2026-04-07T12:11:51.981504,True,,
2026-04-07T12:11:56.937093,True,,
2026-04-07T12:11:57.015012,True,,
2026-04-07T12:12:01.963381,True,,
2026-04-07T12:12:02.039115,True,,
2026-04-07T12:12:06.989319,True,,
2026-04-07T12:12:07.065991,True,,
2026-04-07T12:12:12.014467,True,,
2026-04-07T12:12:12.092249,True,,
2026-04-07T12:12:17.039449,True,,
2026-04-07T12:12:17.117074,True,,
2026-04-07T12:12:22.067445,True,,
2026-04-07T12:12:22.179868,True,,
2026-04-07T12:12:27.091653,True,,
2026-04-07T12:12:27.204914,True,,
2026-04-07T12:12:32.117263,True,,
2026-04-07T12:12:32.228973,True,,
2026-04-07T12:12:37.144750,True,,
2026-04-07T12:12:37.254281,True,,
2026-04-07T12:12:42.171561,True,,
2026-04-07T12:12:42.278891,True,,
2026-04-07T12:12:47.228359,True,,
2026-04-07T12:12:47.305540,True,,
2026-04-07T12:12:52.254277,True,,
2026-04-07T12:12:52.331310,True,,
2026-04-07T12:12:57.289404,True,,
2026-04-07T12:12:57.367053,True,,
2026-04-07T12:13:02.357384,True,,
2026-04-07T12:13:02.451750,True,,
2026-04-07T12:13:07.698682,True,,
2026-04-07T12:13:07.789158,True,,
2026-04-07T12:13:12.726821,True,,
2026-04-07T12:13:12.816758,True,,
2026-04-07T12:13:17.754780,True,,
2026-04-07T12:13:17.842526,True,,
2026-04-07T12:13:22.782788,True,,
2026-04-07T12:13:22.868339,True,,
2026-04-07T12:13:27.809847,True,,
2026-04-07T12:13:27.895784,True,,
2026-04-07T12:13:32.881185,True,,
2026-04-07T12:13:32.925543,True,,
2026-04-07T12:13:37.908036,True,,
2026-04-07T12:13:37.955331,True,,
2026-04-07T12:13:42.933682,True,,
2026-04-07T12:13:42.980636,True,,
2026-04-07T12:13:47.962794,True,,
2026-04-07T12:13:48.008016,True,,
2026-04-07T12:13:52.988103,True,,
2026-04-07T12:13:53.033617,True,,
2026-04-07T12:13:58.039461,True,,
2026-04-07T12:13:58.060072,True,,
2026-04-07T12:14:03.067395,True,,
2026-04-07T12:14:03.084440,True,,
2026-04-07T12:14:08.092369,True,,
2026-04-07T12:14:08.109090,True,,
2026-04-07T12:14:13.117957,True,,
2026-04-07T12:14:13.134995,True,,
2026-04-07T12:14:18.148365,True,,
2026-04-07T12:14:18.161194,True,,
2026-04-07T12:14:23.177214,True,,
2026-04-07T12:14:23.188367,True,,
2026-04-07T12:14:28.202581,True,,
2026-04-07T12:14:28.212288,True,,
2026-04-07T12:14:33.227366,True,,
2026-04-07T12:14:33.239571,True,,
2026-04-07T12:14:38.253085,True,,
2026-04-07T12:14:38.262624,True,,
2026-04-07T12:14:43.277808,True,,
2026-04-07T12:14:43.288329,True,,
2026-04-07T12:14:48.302699,True,,
2026-04-07T12:14:48.312213,True,,
2026-04-07T12:14:53.327554,True,,
2026-04-07T12:14:53.336088,True,,
2026-04-07T12:14:58.356283,True,,
2026-04-07T12:14:58.363853,True,,
2026-04-07T12:15:03.383067,True,,
2026-04-07T12:15:03.390101,True,,
2026-04-07T12:15:08.409321,True,,
2026-04-07T12:15:08.417353,True,,
2026-04-07T12:15:13.434271,True,,
2026-04-07T12:15:13.440955,True,,
2026-04-07T12:15:18.458919,True,,
2026-04-07T12:15:18.463791,True,,
2026-04-07T12:15:23.487448,True,,
2026-04-07T12:15:28.515550,True,,
2026-04-07T12:15:28.515500,True,,
2026-04-07T12:15:33.542879,True,,
2026-04-07T12:15:38.570915,True,,
2026-04-07T12:15:38.570854,True,,
2026-04-07T12:15:43.599892,True,,
2026-04-07T12:15:48.627705,True,,
2026-04-07T12:15:48.627622,True,,
2026-04-07T12:15:53.656169,True,,
2026-04-07T12:15:58.685541,True,,
2026-04-07T12:16:03.714830,True,,
2026-04-07T12:16:03.714772,True,,
2026-04-07T12:16:08.742633,True,,
2026-04-07T12:16:08.742697,True,,
2026-04-07T12:16:13.770005,True,,
2026-04-07T12:16:13.769005,True,,
2026-04-07T12:16:18.798298,True,,
2026-04-07T12:16:23.825254,True,,
2026-04-07T12:16:23.825162,True,,
2026-04-07T12:16:28.854589,True,,
2026-04-07T12:16:33.885445,True,,
2026-04-07T12:16:38.915969,True,,
2026-04-07T12:16:43.945799,True,,
2026-04-07T12:16:43.945737,True,,
2026-04-07T12:16:48.974491,True,,
2026-04-07T12:16:48.974583,True,,
2026-04-07T12:16:54.003516,True,,
2026-04-07T12:16:54.003454,True,,
2026-04-07T12:16:59.031890,True,,
2026-04-07T12:16:59.031966,True,,
2026-04-07T12:17:04.058577,True,,
2026-04-07T12:17:04.058514,True,,
2026-04-07T12:17:09.086485,True,,
2026-04-07T12:17:09.087990,True,,
2026-04-07T12:17:14.113984,True,,
2026-04-07T12:17:14.113906,True,,
2026-04-07T12:17:19.150497,True,,
2026-04-07T12:17:24.177086,True,,
2026-04-07T12:17:24.177024,True,,
2026-04-07T12:17:29.211179,True,,
2026-04-07T12:17:34.239235,True,,
2026-04-07T12:17:39.268475,True,,
2026-04-07T12:17:39.268534,True,,
2026-04-07T12:17:44.296738,True,,
2026-04-07T12:17:44.296678,True,,
2026-04-07T12:17:49.325518,True,,
2026-04-07T12:17:49.325452,True,,
2026-04-07T12:17:54.354307,True,,
2026-04-07T12:17:59.382092,True,,
2026-04-07T12:17:59.382155,True,,
2026-04-07T12:18:04.419445,True,,
2026-04-07T12:18:04.418922,True,,
2026-04-07T12:18:09.450558,True,,
2026-04-07T12:18:09.449953,True,,
2026-04-07T12:18:14.476918,True,,
2026-04-07T12:18:19.506829,True,,
2026-04-07T12:18:19.506891,True,,
2026-04-07T12:18:24.535433,True,,
2026-04-07T12:18:24.535338,True,,
2026-04-07T12:18:29.563178,True,,
2026-04-07T12:18:29.563119,True,,
2026-04-07T12:18:34.590746,True,,
2026-04-07T12:18:39.618278,True,,
2026-04-07T12:18:44.648625,True,,
2026-04-07T12:18:44.648683,True,,
2026-04-07T12:18:49.685799,True,,
2026-04-07T12:18:54.720232,True,,
2026-04-07T12:18:59.748655,True,,
2026-04-07T12:19:04.778227,True,,
2026-04-07T12:19:04.778301,True,,
2026-04-07T12:19:09.808313,True,,
2026-04-07T12:19:09.808373,True,,
2026-04-07T12:19:14.835508,True,,
2026-04-07T12:19:14.835447,True,,
2026-04-07T12:19:19.862553,True,,
2026-04-07T12:19:19.863047,True,,
2026-04-07T12:19:24.889771,True,,
2026-04-07T12:19:24.890320,True,,
2026-04-07T12:19:29.917461,True,,
2026-04-07T12:19:29.916958,True,,
2026-04-07T12:19:34.948818,True,,
2026-04-07T12:19:39.976712,True,,
2026-04-07T12:19:39.976773,True,,
2026-04-07T12:19:45.005595,True,,
2026-04-07T12:19:50.035961,True,,
2026-04-07T12:19:55.063643,True,,
2026-04-07T12:20:00.091888,True,,
2026-04-07T12:20:00.091950,True,,
2026-04-07T12:20:05.120503,True,,
2026-04-07T12:20:10.150977,True,,
2026-04-07T12:20:10.151036,True,,
2026-04-07T12:20:15.179416,True,,
2026-04-07T12:20:20.206464,True,,
2026-04-07T12:20:25.236131,True,,
2026-04-07T12:20:25.236202,True,,
2026-04-07T12:20:30.265657,True,,
2026-04-07T12:20:30.265593,True,,
2026-04-07T12:20:35.292661,True,,
2026-04-07T12:20:35.292608,True,,
2026-04-07T12:20:40.321566,True,,
2026-04-07T12:20:45.356994,True,,
2026-04-07T12:20:50.387485,True,,
2026-04-07T12:20:50.387550,True,,
2026-04-07T12:20:55.415957,True,,
2026-04-07T12:20:55.415898,True,,
2026-04-07T12:21:00.443721,True,,
2026-04-07T12:21:05.471169,True,,
2026-04-07T12:21:05.471228,True,,
2026-04-07T12:21:10.524281,True,,
2026-04-07T12:21:15.553466,True,,
2026-04-07T12:21:15.553529,True,,
2026-04-07T12:21:20.584875,True,,
2026-04-07T12:21:20.584272,True,,
2026-04-07T12:21:25.615068,True,,
2026-04-07T12:21:30.648213,True,,
2026-04-07T12:21:30.648278,True,,
2026-04-07T12:21:35.678352,True,,
2026-04-07T12:21:40.706213,True,,
2026-04-07T12:21:40.706155,True,,
2026-04-07T12:21:45.733223,True,,
2026-04-07T12:21:45.733285,True,,
2026-04-07T12:21:50.760430,True,,
2026-04-07T12:21:50.760488,True,,
2026-04-07T12:21:55.791506,True,,
2026-04-07T12:22:00.821088,True,,
2026-04-07T12:22:00.821022,True,,
2026-04-07T12:22:05.851844,True,,
2026-04-07T12:22:10.881201,True,,
2026-04-07T12:22:10.881140,True,,
2026-04-07T12:22:15.910624,True,,
2026-04-07T12:22:15.910566,True,,
2026-04-07T12:22:20.983152,True,,
2026-04-07T12:22:26.012326,True,,
2026-04-07T12:22:31.040414,True,,
2026-04-07T12:22:31.040352,True,,
2026-04-07T12:22:36.071350,True,,
2026-04-07T12:22:41.099912,True,,
2026-04-07T12:22:46.127668,True,,
2026-04-07T12:22:46.127080,True,,
2026-04-07T12:22:51.153270,True,,
2026-04-07T12:22:51.153345,True,,
2026-04-07T12:22:56.182162,True,,
2026-04-07T12:23:01.215625,True,,
2026-04-07T12:23:06.352692,True,,
2026-04-07T12:23:06.254332,True,,
2026-04-07T12:23:12.553127,True,,
2026-04-07T12:23:13.015798,True,,
2026-04-07T12:23:17.579337,True,,
2026-04-07T12:23:18.040287,True,,
2026-04-07T12:23:22.665470,True,,
2026-04-07T12:23:23.068060,True,,
2026-04-07T12:23:27.692685,True,,
2026-04-07T12:23:28.091652,True,,
2026-04-07T12:23:32.718912,True,,
2026-04-07T12:23:33.116255,True,,
2026-04-07T12:23:37.744580,True,,
2026-04-07T12:23:38.140461,True,,
2026-04-07T12:23:42.771273,True,,
2026-04-07T12:23:43.165790,True,,
2026-04-07T12:23:47.796665,True,,
2026-04-07T12:23:48.194770,True,,
2026-04-07T12:23:52.823665,True,,
2026-04-07T12:23:53.225682,True,,
2026-04-07T12:23:57.849043,True,,
2026-04-07T12:23:58.251122,True,,
2026-04-07T12:24:02.879610,True,,
2026-04-07T12:24:03.276173,True,,
2026-04-07T12:24:07.918564,True,,
2026-04-07T12:24:08.309538,True,,
2026-04-07T12:24:12.945243,True,,
2026-04-07T12:24:13.335443,True,,
2026-04-07T12:24:17.971441,True,,
2026-04-07T12:24:18.364653,True,,
2026-04-07T12:24:22.998100,True,,
2026-04-07T12:24:23.393494,True,,
2026-04-07T12:24:28.024454,True,,
2026-04-07T12:24:28.426688,True,,
2026-04-07T12:24:33.050533,True,,
2026-04-07T12:24:33.452888,True,,
2026-04-07T12:24:38.075954,True,,
2026-04-07T12:24:38.478206,True,,
2026-04-07T12:24:43.100936,True,,
2026-04-07T12:24:43.503878,True,,
2026-04-07T12:24:48.128153,True,,
2026-04-07T12:24:48.530108,True,,
2026-04-07T12:24:53.152423,True,,
2026-04-07T12:24:53.555543,True,,
2026-04-07T12:24:58.178656,True,,
2026-04-07T12:24:58.622993,True,,
2026-04-07T12:25:03.205072,True,,
2026-04-07T12:25:03.646731,True,,
2026-04-07T12:25:08.232064,True,,
2026-04-07T12:25:08.672095,True,,
2026-04-07T12:25:13.257408,True,,
2026-04-07T12:25:13.698369,True,,
2026-04-07T12:25:18.285469,True,,
2026-04-07T12:25:18.723365,True,,
2026-04-07T12:25:23.312171,True,,
2026-04-07T12:25:23.749016,True,,
2026-04-07T12:25:28.339419,True,,
2026-04-07T12:25:28.777757,True,,
2026-04-07T12:25:33.370116,True,,
2026-04-07T12:25:33.805533,True,,
2026-04-07T12:25:38.396889,True,,
2026-04-07T12:25:38.829294,True,,
2026-04-07T12:25:43.424919,True,,
2026-04-07T12:25:43.858185,True,,
2026-04-07T12:25:48.451035,True,,
2026-04-07T12:25:48.885604,True,,
2026-04-07T12:25:53.480690,True,,
2026-04-07T12:25:53.912692,True,,
2026-04-07T12:25:58.507606,True,,
2026-04-07T12:25:58.939558,True,,
2026-04-07T12:26:03.533856,True,,
2026-04-07T12:26:03.964066,True,,
2026-04-07T12:26:08.561005,True,,
2026-04-07T12:26:08.994252,True,,
2026-04-07T12:26:13.591216,True,,
2026-04-07T12:26:14.021649,True,,
2026-04-07T12:26:18.616922,True,,
2026-04-07T12:26:19.046600,True,,
2026-04-07T12:26:23.643551,True,,
2026-04-07T12:26:24.071472,True,,
2026-04-07T12:26:28.670276,True,,
2026-04-07T12:26:29.100450,True,,
2026-04-07T12:26:33.695212,True,,
2026-04-07T12:26:34.126665,True,,
2026-04-07T12:26:38.722878,True,,
2026-04-07T12:26:39.152315,True,,
2026-04-07T12:26:43.749917,True,,
2026-04-07T12:26:44.177964,True,,
2026-04-07T12:26:48.777423,True,,
2026-04-07T12:26:49.203229,True,,
2026-04-07T12:26:53.804270,True,,
2026-04-07T12:26:54.230481,True,,
2026-04-07T12:26:58.838070,True,,
2026-04-07T12:26:59.255973,True,,
2026-04-07T12:27:03.882370,True,,
2026-04-07T12:27:04.284887,True,,
2026-04-07T12:27:08.912950,True,,
2026-04-07T12:27:09.312186,True,,
2026-04-07T12:27:13.941203,True,,
2026-04-07T12:27:14.337491,True,,
2026-04-07T12:27:18.967685,True,,
2026-04-07T12:27:19.365810,True,,
2026-04-07T12:27:23.994728,True,,
2026-04-07T12:27:24.396638,True,,
2026-04-07T12:27:29.020884,True,,
2026-04-07T12:27:29.428210,True,,
2026-04-07T12:27:34.047547,True,,
2026-04-07T12:27:34.452588,True,,
2026-04-07T12:27:39.073809,True,,
2026-04-07T12:27:39.479047,True,,
2026-04-07T12:27:44.100400,True,,
2026-04-07T12:27:44.503799,True,,
2026-04-07T12:27:49.126639,True,,
2026-04-07T12:27:49.529427,True,,
2026-04-07T12:27:54.150713,True,,
